C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\center_2018_11_30_23_44_47_131.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\left_2018_11_30_23_44_47_131.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\right_2018_11_30_23_44_47_131.jpg, 0, 0, 0, 7.777713E-05
C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\center_2018_11_30_23_44_47_240.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\left_2018_11_30_23_44_47_240.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\right_2018_11_30_23_44_47_240.jpg, 0, 0, 0, 7.821024E-05
C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\center_2018_11_30_23_44_47_346.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\left_2018_11_30_23_44_47_346.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\right_2018_11_30_23_44_47_346.jpg, 0, 0, 0, 7.928644E-05
C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\center_2018_11_30_23_44_47_446.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\left_2018_11_30_23_44_47_446.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\right_2018_11_30_23_44_47_446.jpg, 0, 0, 0, 8.025763E-05
C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\center_2018_11_30_23_44_47_555.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\left_2018_11_30_23_44_47_555.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\right_2018_11_30_23_44_47_555.jpg, 0, 0, 0, 7.874802E-05
C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\center_2018_11_30_23_44_47_657.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\left_2018_11_30_23_44_47_657.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\right_2018_11_30_23_44_47_657.jpg, 0, 0, 0, 7.775228E-05
C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\center_2018_11_30_23_44_47_758.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\left_2018_11_30_23_44_47_758.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\right_2018_11_30_23_44_47_758.jpg, 0, 0, 0, 7.87468E-05
C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\center_2018_11_30_23_44_47_859.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\left_2018_11_30_23_44_47_859.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\right_2018_11_30_23_44_47_859.jpg, 0, 0, 0, 7.777433E-05
C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\center_2018_11_30_23_44_47_961.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\left_2018_11_30_23_44_47_961.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\right_2018_11_30_23_44_47_961.jpg, 0, 0, 0, 7.858367E-05
C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\center_2018_11_30_23_44_48_068.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\left_2018_11_30_23_44_48_068.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\right_2018_11_30_23_44_48_068.jpg, 0, 0, 0, 7.816235E-05
C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\center_2018_11_30_23_44_48_169.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\left_2018_11_30_23_44_48_169.jpg, C:\Users\Can Ozcivelek\Desktop\Development\Data\IMG\right_2018_11_30_23_44_48_169.jpg, 0, 0, 0, 7.818065E-05
